GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,SMSAA,COUNTYA,CTY_SUBA,PLACE,PLACEA,TRACTA,BLCK_GRPA,BLOCKA,EDINDA,ENUMDISTA,SCSAA,URB_AREAA,CDA,AIANHHA,MCDSEQNOA,ZIPA,AREANAME,C8H001,C8H002,C8H003,C8H004,C8H005,C8H006
"G0602022","1980","4","9","California","06",,,,"Orangevale","2022",,,,,,,,,,,,"ORANGEVALE %CDP<",5361,97,20,1333,43,15
"G0602030","1980","4","9","California","06",,,,"Orinda","2030",,,,,,,,,,,,"ORINDA %CDP<",5390,21,6,450,3,1
"G0602035","1980","4","9","California","06",,,,"Orland","2035",,,,,,,,,,,,"ORLAND CITY",987,20,2,516,28,19
"G0602040","1980","4","9","California","06",,,,"Orosi","2040",,,,,,,,,,,,"OROSI %CDP<",662,95,81,187,46,47
"G0602045","1980","4","9","California","06",,,,"Oroville","2045",,,,,,,,,,,,"OROVILLE CITY",1885,17,6,1771,53,21
"G0602050","1980","4","9","California","06",,,,"Oxnard","2050",,,,,,,,,,,,"OXNARD CITY",15634,1149,1002,11839,1368,2095
"G0602060","1980","4","9","California","06",,,,"Pacifica","2060",,,,,,,,,,,,"PACIFICA CITY",8343,236,74,3868,156,56
"G0602065","1980","4","9","California","06",,,,"Pacific Grove","2065",,,,,,,,,,,,"PACIFIC GROVE CITY",3496,40,18,3551,43,48
"G0602070","1980","4","9","California","06",,,,"Pajaro","2070",,,,,,,,,,,,"PAJARO %CDP<",76,15,11,112,48,97
"G0602071","1980","4","9","California","06",,,,"Palermo","2071",,,,,,,,,,,,"PALERMO %CDP<",739,30,6,173,17,3
"G0602072","1980","4","9","California","06",,,,"Palmdale","2072",,,,,,,,,,,,"PALMDALE CITY",2618,63,27,1814,85,51
"G0602077","1980","4","9","California","06",,,,"Palmdale East","2077",,,,,,,,,,,,"PALMDALE EAST %CDP<",661,35,5,149,18,4
"G0602080","1980","4","9","California","06",,,,"Palm Desert","2080",,,,,,,,,,,,"PALM DESERT CITY",3385,60,14,1717,42,28
"G0602085","1980","4","9","California","06",,,,"Palm Springs","2085",,,,,,,,,,,,"PALM SPRINGS CITY",8904,133,75,5632,164,230
"G0602090","1980","4","9","California","06",,,,"Palo Alto","2090",,,,,,,,,,,,"PALO ALTO CITY",12607,89,37,10041,135,132
"G0602095","1980","4","9","California","06",,,,"Palos Verdes Estates","2095",,,,,,,,,,,,"PALOS VERDES ESTATES CITY",4326,15,3,430,1,1
"G0602100","1980","4","9","California","06",,,,"Paradise","2100",,,,,,,,,,,,"PARADISE CITY",7124,100,39,2182,62,33
"G0602115","1980","4","9","California","06",,,,"Paramount","2115",,,,,,,,,,,,"PARAMOUNT CITY",4468,378,339,4509,824,761
"G0602116","1980","4","9","California","06",,,,"Parksdale","2116",,,,,,,,,,,,"PARKSDALE %CDP<",191,32,6,84,22,14
"G0602117","1980","4","9","California","06",,,,"Parkway-Sacramento South","2117",,,,,,,,,,,,"PARKWAY-SACRAMENTO SOUTH %CDP<",5451,162,66,4107,215,151
"G0602118","1980","4","9","California","06",,,,"Parkwood","2118",,,,,,,,,,,,"PARKWOOD %CDP<",257,12,6,53,4,1
"G0602120","1980","4","9","California","06",,,,"Parlier","2120",,,,,,,,,,,,"PARLIER CITY",285,68,37,207,66,71
"G0602125","1980","4","9","California","06",,,,"Pasadena","2125",,,,,,,,,,,,"PASADENA CITY",20503,607,384,22879,1230,1453
"G0602130","1980","4","9","California","06",,,,"Patterson","2130",,,,,,,,,,,,"PATTERSON CITY",659,40,15,429,72,63
"G0602137","1980","4","9","California","06",,,,"Penn Valley","2137",,,,,,,,,,,,"PENN VALLEY %CDP<",320,6,3,47,4,4
"G0602138","1980","4","9","California","06",,,,"Perris","2138",,,,,,,,,,,,"PERRIS CITY",1568,89,36,539,69,54
"G0602140","1980","4","9","California","06",,,,"Petaluma","2140",,,,,,,,,,,,"PETALUMA CITY",8138,82,47,3714,101,40
"G0602145","1980","4","9","California","06",,,,"Pico Rivera","2145",,,,,,,,,,,,"PICO RIVERA CITY",9195,1124,645,3386,471,578
"G0602150","1980","4","9","California","06",,,,"Piedmont","2150",,,,,,,,,,,,"PIEDMONT CITY",3394,7,4,354,2,2
"G0602158","1980","4","9","California","06",,,,"Pine Grove","2158",,,,,,,,,,,,"PINE GROVE %CDP<",242,5,5,112,8,2
"G0602159","1980","4","9","California","06",,,,"Pine Hills","2159",,,,,,,,,,,,"PINE HILLS %CDP<",726,14,11,271,16,4
"G0602160","1980","4","9","California","06",,,,"Pinole","2160",,,,,,,,,,,,"PINOLE CITY",3695,49,9,1105,30,9
"G0602166","1980","4","9","California","06",,,,"Piru","2166",,,,,,,,,,,,"PIRU %CDP<",151,13,22,87,27,34
"G0602170","1980","4","9","California","06",,,,"Pismo Beach","2170",,,,,,,,,,,,"PISMO BEACH CITY",1402,8,19,1232,18,25
"G0602175","1980","4","9","California","06",,,,"Pittsburg","2175",,,,,,,,,,,,"PITTSBURG CITY",7477,226,66,2969,187,162
"G0602190","1980","4","9","California","06",,,,"Pixley","2190",,,,,,,,,,,,"PIXLEY %CDP<",468,31,14,190,26,30
"G0602195","1980","4","9","California","06",,,,"Placentia","2195",,,,,,,,,,,,"PLACENTIA CITY",7633,179,90,2463,211,218
"G0602200","1980","4","9","California","06",,,,"Placerville","2200",,,,,,,,,,,,"PLACERVILLE CITY",1514,16,6,1197,31,14
"G0602205","1980","4","9","California","06",,,,"Planada","2205",,,,,,,,,,,,"PLANADA %CDP<",291,46,43,146,37,61
"G0602210","1980","4","9","California","06",,,,"Pleasant Hill","2210",,,,,,,,,,,,"PLEASANT HILL CITY",5869,65,8,3751,44,34
"G0602215","1980","4","9","California","06",,,,"Pleasanton","2215",,,,,,,,,,,,"PLEASANTON CITY",8603,60,9,2592,37,16
"G0602220","1980","4","9","California","06",,,,"Plymouth","2220",,,,,,,,,,,,"PLYMOUTH CITY",157,2,19,89,8,0
"G0602223","1980","4","9","California","06",,,,"Point Arena","2223",,,,,,,,,,,,"POINT ARENA CITY",67,2,1,113,1,3
"G0602224","1980","4","9","California","06",,,,"Point Dume","2224",,,,,,,,,,,,"POINT DUME %CDP<",707,10,1,205,4,4
"G0602226","1980","4","9","California","06",,,,"Point Mugu","2226",,,,,,,,,,,,"POINT MUGU %CDP<",0,0,0,509,31,10
"G0602229","1980","4","9","California","06",,,,"Pollock Pines","2229",,,,,,,,,,,,"POLLOCK PINES %CDP<",562,11,8,262,11,6
"G0602230","1980","4","9","California","06",,,,"Pomona","2230",,,,,,,,,,,,"POMONA CITY",15783,1038,549,11032,1021,899
"G0602243","1980","4","9","California","06",,,,"Poplar-Cotton Center","2243",,,,,,,,,,,,"POPLAR-COTTON CENTER %CDP<",185,30,19,113,23,19
"G0602245","1980","4","9","California","06",,,,"Porterville","2245",,,,,,,,,,,,"PORTERVILLE CITY",3694,112,71,2411,167,150
"G0602250","1980","4","9","California","06",,,,"Port Hueneme","2250",,,,,,,,,,,,"PORT HUENEME CITY",2688,96,56,2579,251,172
"G0602255","1980","4","9","California","06",,,,"Portola","2255",,,,,,,,,,,,"PORTOLA CITY",467,9,2,254,6,6
"G0602257","1980","4","9","California","06",,,,"Portola Valley","2257",,,,,,,,,,,,"PORTOLA VALLEY TOWN",1134,5,3,95,0,2
"G0602260","1980","4","9","California","06",,,,"Poway","2260",,,,,,,,,,,,"POWAY %CDP<",7627,124,29,2149,90,30
"G0602262","1980","4","9","California","06",,,,"Project City","2262",,,,,,,,,,,,"PROJECT CITY %CDP<",373,14,0,234,17,7
"G0602265","1980","4","9","California","06",,,,"Quartz Hill","2265",,,,,,,,,,,,"QUARTZ HILL %CDP<",1941,56,13,448,16,16
"G0602270","1980","4","9","California","06",,,,"Quincy-East Quincy","2270",,,,,,,,,,,,"QUINCY-EAST QUINCY %CDP<",1000,19,8,593,27,13
"G0602273","1980","4","9","California","06",,,,"Rainbow","2273",,,,,,,,,,,,"RAINBOW %CDP<",150,2,3,78,4,8
"G0602275","1980","4","9","California","06",,,,"Ramona","2275",,,,,,,,,,,,"RAMONA %CDP<",1845,52,21,665,54,34
"G0602277","1980","4","9","California","06",,,,"Rancho Cordova","2277",,,,,,,,,,,,"RANCHO CORDOVA %CDP<",8980,149,37,6102,194,101
"G0602278","1980","4","9","California","06",,,,"Rancho Cucamonga","2278",,,,,,,,,,,,"RANCHO CUCAMONGA CITY",13908,305,91,2480,111,84
"G0602281","1980","4","9","California","06",,,,"Rancho Mirage","2281",,,,,,,,,,,,"RANCHO MIRAGE CITY",2424,8,9,502,12,16
"G0602284","1980","4","9","California","06",,,,"Rancho Palos Verdes","2284",,,,,,,,,,,,"RANCHO PALOS VERDES CITY",9561,85,25,2202,42,10
"G0602287","1980","4","9","California","06",,,,"Rancho Santa Fe","2287",,,,,,,,,,,,"RANCHO SANTA FE %CDP<",1280,6,0,109,2,1
"G0602288","1980","4","9","California","06",,,,"Red Bluff","2288",,,,,,,,,,,,"RED BLUFF CITY",1984,30,11,1545,87,27
"G0602290","1980","4","9","California","06",,,,"Redding","2290",,,,,,,,,,,,"REDDING CITY",8823,95,38,7446,269,115
"G0602295","1980","4","9","California","06",,,,"Redlands","2295",,,,,,,,,,,,"REDLANDS CITY",10154,185,59,5056,195,110
"G0602300","1980","4","9","California","06",,,,"Redondo Beach","2300",,,,,,,,,,,,"REDONDO BEACH CITY",9184,194,68,14526,423,242
"G0602303","1980","4","9","California","06",,,,"Redway","2303",,,,,,,,,,,,"REDWAY %CDP<",289,9,5,134,5,2
"G0602305","1980","4","9","California","06",,,,"Redwood City","2305",,,,,,,,,,,,"REDWOOD CITY CITY",10840,186,122,10804,399,570
"G0602315","1980","4","9","California","06",,,,"Reedley","2315",,,,,,,,,,,,"REEDLEY CITY",2050,128,75,961,125,121
"G0602320","1980","4","9","California","06",,,,"Rialto","2320",,,,,,,,,,,,"RIALTO CITY",8965,298,75,2685,147,71
"G0602325","1980","4","9","California","06",,,,"Richgrove","2325",,,,,,,,,,,,"RICHGROVE %CDP<",128,24,38,79,21,43
"G0602330","1980","4","9","California","06",,,,"Richmond","2330",,,,,,,,,,,,"RICHMOND CITY",15327,576,248,10795,721,440
"G0602335","1980","4","9","California","06",,,,"Ridgecrest","2335",,,,,,,,,,,,"RIDGECREST CITY",4208,76,20,1401,41,16
"G0602337","1980","4","9","California","06",,,,"Rio Dell","2337",,,,,,,,,,,,"RIO DELL CITY",591,19,6,354,36,12
"G0602340","1980","4","9","California","06",,,,"Rio Del Mar","2340",,,,,,,,,,,,"RIO DEL MAR %CDP<",1954,17,3,823,12,10
"G0602345","1980","4","9","California","06",,,,"Rio Linda","2345",,,,,,,,,,,,"RIO LINDA %CDP<",1751,70,13,475,38,7
"G0602350","1980","4","9","California","06",,,,"Rio Vista","2350",,,,,,,,,,,,"RIO VISTA CITY",869,5,3,390,10,8
"G0602355","1980","4","9","California","06",,,,"Ripon","2355",,,,,,,,,,,,"RIPON CITY",820,22,3,367,19,13
"G0602360","1980","4","9","California","06",,,,"Riverbank","2360",,,,,,,,,,,,"RIVERBANK CITY",1067,74,59,479,45,49
"G0602365","1980","4","9","California","06",,,,"Riverdale","2365",,,,,,,,,,,,"RIVERDALE %CDP<",391,19,6,196,16,6
"G0602370","1980","4","9","California","06",,,,"Riverside","2370",,,,,,,,,,,,"RIVERSIDE CITY",35738,1012,372,22040,1095,707
"G0602375","1980","4","9","California","06",,,,"Rocklin","2375",,,,,,,,,,,,"ROCKLIN CITY",1920,22,4,806,21,8
"G0602376","1980","4","9","California","06",,,,"Rodeo","2376",,,,,,,,,,,,"RODEO %CDP<",1891,51,18,813,39,10
"G0602377","1980","4","9","California","06",,,,"Rohnert Park","2377",,,,,,,,,,,,"ROHNERT PARK CITY",4759,69,26,3292,104,41
"G0602385","1980","4","9","California","06",,,,"Rolling Hills","2385",,,,,,,,,,,,"ROLLING HILLS CITY",612,5,0,11,1,0
"G0602390","1980","4","9","California","06",,,,"Rolling Hills Estates","2390",,,,,,,,,,,,"ROLLING HILLS ESTATES CITY",2334,18,3,188,2,2
"G0602391","1980","4","9","California","06",,,,"Romoland","2391",,,,,,,,,,,,"ROMOLAND %CDP<",405,14,8,80,9,3
"G0602392","1980","4","9","California","06",,,,"Rosamond","2392",,,,,,,,,,,,"ROSAMOND %CDP<",652,17,6,385,21,19
"G0602395","1980","4","9","California","06",,,,"Roseland","2395",,,,,,,,,,,,"ROSELAND %CDP<",1311,57,12,1326,90,42
"G0602400","1980","4","9","California","06",,,,"Rosemead","2400",,,,,,,,,,,,"ROSEMEAD CITY",6167,516,363,4535,722,799
"G0602402","1980","4","9","California","06",,,,"Rosemont","2402",,,,,,,,,,,,"ROSEMONT %CDP<",4452,62,21,1875,66,29
"G0602405","1980","4","9","California","06",,,,"Roseville","2405",,,,,,,,,,,,"ROSEVILLE CITY",6026,85,25,2906,83,39
"G0602410","1980","4","9","California","06",,,,"Ross","2410",,,,,,,,,,,,"ROSS TOWN",752,3,0,165,4,2
"G0602411","1980","4","9","California","06",,,,"Rossmoor","2411",,,,,,,,,,,,"ROSSMOOR %CDP<",3189,12,5,397,3,2
"G0602412","1980","4","9","California","06",,,,"Rowland Heights","2412",,,,,,,,,,,,"ROWLAND HEIGHTS %CDP<",5620,274,76,2591,139,53
"G0602414","1980","4","9","California","06",,,,"Rubidoux","2414",,,,,,,,,,,,"RUBIDOUX %CDP<",3817,166,67,1488,116,97
"G0602420","1980","4","9","California","06",,,,"Sacramento","2420",,,,,,,,,,,,"SACRAMENTO CITY",61530,1494,637,46337,1725,1136
"G0602425","1980","4","9","California","06",,,,"St. Helena","2425",,,,,,,,,,,,"ST. HELENA CITY",1196,15,12,838,29,56
"G0602435","1980","4","9","California","06",,,,"Salinas","2435",,,,,,,,,,,,"SALINAS CITY",12751,658,422,10526,1152,1348
"G0602440","1980","4","9","California","06",,,,"San Andreas","2440",,,,,,,,,,,,"SAN ANDREAS %CDP<",469,9,1,265,7,4
"G0602445","1980","4","9","California","06",,,,"San Anselmo","2445",,,,,,,,,,,,"SAN ANSELMO TOWN",3253,30,6,1770,19,24
"G0602450","1980","4","9","California","06",,,,"San Bernardino","2450",,,,,,,,,,,,"SAN BERNARDINO CITY",24177,882,384,15709,939,732
"G0602455","1980","4","9","California","06",,,,"San Bruno","2455",,,,,,,,,,,,"SAN BRUNO CITY",7533,178,80,5548,211,207
"G0602460","1980","4","9","California","06",,,,"San Buenaventura %Ventura<","2460",,,,,,,,,,,,"SAN BUENAVENTURA %VENTURA< CITY",16467,196,111,11745,365,285
"G0602465","1980","4","9","California","06",,,,"San Carlos","2465",,,,,,,,,,,,"SAN CARLOS CITY",7130,35,18,2880,31,29
"G0602470","1980","4","9","California","06",,,,"San Clemente","2470",,,,,,,,,,,,"SAN CLEMENTE CITY",5980,47,25,5397,162,153
"G0602473","1980","4","9","California","06",,,,"Sand City","2473",,,,,,,,,,,,"SAND CITY CITY",29,1,0,52,0,2
"G0602474","1980","4","9","California","06",,,,"Sand Hill","2474",,,,,,,,,,,,"SAND HILL %CDP<",561,28,7,213,15,15
"G0602475","1980","4","9","California","06",,,,"San Diego","2475",,,,,,,,,,,,"SAN DIEGO CITY",151096,4270,2229,150892,6291,6282
"G0602477","1980","4","9","California","06",,,,"San Dimas","2477",,,,,,,,,,,,"SAN DIMAS CITY",6150,118,32,1526,61,45
"G0602480","1980","4","9","California","06",,,,"San Fernando","2480",,,,,,,,,,,,"SAN FERNANDO CITY",2522,238,251,1598,273,523
"G0602485","1980","4","9","California","06",,,,"San Francisco","2485",,,,,,,,,,,,"SAN FRANCISCO CITY",95023,3587,2176,182040,6866,9264
"G0602490","1980","4","9","California","06",,,,"San Gabriel","2490",,,,,,,,,,,,"SAN GABRIEL CITY",5778,198,128,4390,315,343
"G0602495","1980","4","9","California","06",,,,"Sanger","2495",,,,,,,,,,,,"SANGER CITY",2055,166,119,1082,181,160
"G0602500","1980","4","9","California","06",,,,"San Jacinto","2500",,,,,,,,,,,,"SAN JACINTO CITY",1565,71,42,947,88,51
"G0602505","1980","4","9","California","06",,,,"San Joaquin","2505",,,,,,,,,,,,"SAN JOAQUIN CITY",197,16,19,183,58,46
"G0602510","1980","4","9","California","06",,,,"San Jose","2510",,,,,,,,,,,,"SAN JOSE CITY",124520,3956,1675,70909,4471,4062
"G0602515","1980","4","9","California","06",,,,"San Juan Bautista","2515",,,,,,,,,,,,"SAN JUAN BAUTISTA CITY",257,5,5,190,12,9
"G0602519","1980","4","9","California","06",,,,"San Juan Capistrano","2519",,,,,,,,,,,,"SAN JUAN CAPISTRANO CITY",5210,69,29,1560,65,48
"G0602525","1980","4","9","California","06",,,,"San Leandro","2525",,,,,,,,,,,,"SAN LEANDRO CITY",16585,254,116,9954,172,123
"G0602530","1980","4","9","California","06",,,,"San Lorenzo","2530",,,,,,,,,,,,"SAN LORENZO %CDP<",5800,89,32,1295,41,8
"G0602535","1980","4","9","California","06",,,,"San Luis Obispo","2535",,,,,,,,,,,,"SAN LUIS OBISPO CITY",6281,62,19,6987,218,103
"G0602537","1980","4","9","California","06",,,,"San Marcos","2537",,,,,,,,,,,,"SAN MARCOS CITY",4651,67,26,1361,79,58
"G0602545","1980","4","9","California","06",,,,"San Marino","2545",,,,,,,,,,,,"SAN MARINO CITY",4115,32,10,228,3,3
"G0602550","1980","4","9","California","06",,,,"San Martin","2550",,,,,,,,,,,,"SAN MARTIN %CDP<",228,21,11,135,32,45
"G0602555","1980","4","9","California","06",,,,"San Mateo","2555",,,,,,,,,,,,"SAN MATEO CITY",16694,234,106,14946,449,426
"G0602560","1980","4","9","California","06",,,,"San Pablo","2560",,,,,,,,,,,,"SAN PABLO CITY",3475,161,70,3909,230,103
"G0602565","1980","4","9","California","06",,,,"San Rafael","2565",,,,,,,,,,,,"SAN RAFAEL CITY",10004,58,17,8389,160,129
"G0602567","1980","4","9","California","06",,,,"San Ramon","2567",,,,,,,,,,,,"SAN RAMON %CDP<",6107,31,4,1074,13,3
"G0602570","1980","4","9","California","06",,,,"Santa Ana","2570",,,,,,,,,,,,"SANTA ANA CITY",28965,2075,1785,23420,3042,4751
"G0602575","1980","4","9","California","06",,,,"Santa Barbara","2575",,,,,,,,,,,,"SANTA BARBARA CITY",13056,278,198,17667,573,737
"G0602580","1980","4","9","California","06",,,,"Santa Clara","2580",,,,,,,,,,,,"SANTA CLARA CITY",15589,394,155,16940,532,427
"G0602585","1980","4","9","California","06",,,,"Santa Cruz","2585",,,,,,,,,,,,"SANTA CRUZ CITY",7790,96,77,8193,239,222
"G0602590","1980","4","9","California","06",,,,"Santa Fe Springs","2590",,,,,,,,,,,,"SANTA FE SPRINGS CITY",2521,272,138,1164,110,71
"G0602595","1980","4","9","California","06",,,,"Santa Maria","2595",,,,,,,,,,,,"SANTA MARIA CITY",7026,291,187,5530,447,559
"G0602600","1980","4","9","California","06",,,,"Santa Monica","2600",,,,,,,,,,,,"SANTA MONICA CITY",9429,176,113,32359,722,1113
"G0602605","1980","4","9","California","06",,,,"Santa Paula","2605",,,,,,,,,,,,"SANTA PAULA CITY",3751,145,93,2117,316,427
"G0602615","1980","4","9","California","06",,,,"Santa Rosa","2615",,,,,,,,,,,,"SANTA ROSA CITY",19860,160,35,13195,365,211
"G0602619","1980","4","9","California","06",,,,"Santa Ynez","2619",,,,,,,,,,,,"SANTA YNEZ %CDP<",949,9,2,138,5,5
"G0602623","1980","4","9","California","06",,,,"Santee","2623",,,,,,,,,,,,"SANTEE %CDP<",11369,220,39,3729,172,40
"G0602630","1980","4","9","California","06",,,,"Saratoga","2630",,,,,,,,,,,,"SARATOGA CITY",8298,32,5,945,8,7
"G0602635","1980","4","9","California","06",,,,"Saugus-Bouquet Canyon","2635",,,,,,,,,,,,"SAUGUS-BOUQUET CANYON %CDP<",4163,84,16,444,18,4
"G0602640","1980","4","9","California","06",,,,"Sausalito","2640",,,,,,,,,,,,"SAUSALITO CITY",1761,15,23,2336,15,15
"G0602647","1980","4","9","California","06",,,,"Scotts Valley","2647",,,,,,,,,,,,"SCOTTS VALLEY CITY",1873,12,25,615,32,11
"G0602650","1980","4","9","California","06",,,,"Seal Beach","2650",,,,,,,,,,,,"SEAL BEACH CITY",9945,31,10,3319,23,23
"G0602653","1980","4","9","California","06",,,,"Searles Valley","2653",,,,,,,,,,,,"SEARLES VALLEY %CDP<",750,29,15,418,26,18
"G0602655","1980","4","9","California","06",,,,"Seaside","2655",,,,,,,,,,,,"SEASIDE CITY",3889,203,93,5081,386,223
"G0602665","1980","4","9","California","06",,,,"Sebastopol","2665",,,,,,,,,,,,"SEBASTOPOL CITY",1297,14,2,1011,21,13
"G0602667","1980","4","9","California","06",,,,"Sedco Hills","2667",,,,,,,,,,,,"SEDCO HILLS %CDP<",830,20,3,174,14,3
"G0602668","1980","4","9","California","06",,,,"Seeley","2668",,,,,,,,,,,,"SEELEY %CDP<",165,23,13,72,18,12
"G0602670","1980","4","9","California","06",,,,"Selma","2670",,,,,,,,,,,,"SELMA CITY",2021,141,58,1050,129,118
"G0602675","1980","4","9","California","06",,,,"Shafter","2675",,,,,,,,,,,,"SHAFTER CITY",1295,68,31,723,97,70
"G0602679","1980","4","9","California","06",,,,"Shingle Springs","2679",,,,,,,,,,,,"SHINGLE SPRINGS %CDP<",331,13,6,48,3,1
"G0602685","1980","4","9","California","06",,,,"Short Acres","2685",,,,,,,,,,,,"SHORT ACRES %CDP<",400,2,3,83,1,1
"G0602690","1980","4","9","California","06",,,,"Sierra Madre","2690",,,,,,,,,,,,"SIERRA MADRE CITY",2705,32,8,1786,18,14
"G0602693","1980","4","9","California","06",,,,"Signal Hill","2693",,,,,,,,,,,,"SIGNAL HILL CITY",654,13,9,1659,76,65
"G0602702","1980","4","9","California","06",,,,"Simi Valley","2702",,,,,,,,,,,,"SIMI VALLEY CITY",17766,437,93,3458,204,78
"G0602704","1980","4","9","California","06",,,,"Solana Beach","2704",,,,,,,,,,,,"SOLANA BEACH %CDP<",3014,25,11,1885,47,84
"G0602705","1980","4","9","California","06",,,,"Soledad","2705",,,,,,,,,,,,"SOLEDAD CITY",554,109,116,358,107,180
"G0602710","1980","4","9","California","06",,,,"Solvang","2710",,,,,,,,,,,,"SOLVANG %CDP<",750,8,1,528,18,14
"G0602715","1980","4","9","California","06",,,,"Sonoma","2715",,,,,,,,,,,,"SONOMA CITY",1775,8,0,953,12,4
"G0602720","1980","4","9","California","06",,,,"Sonora","2720",,,,,,,,,,,,"SONORA CITY",751,17,9,671,18,24
"G0602722","1980","4","9","California","06",,,,"Soquel","2722",,,,,,,,,,,,"SOQUEL %CDP<",1774,21,5,741,21,18
"G0602725","1980","4","9","California","06",,,,"South El Monte","2725",,,,,,,,,,,,"SOUTH EL MONTE CITY",1905,287,207,1174,356,471
"G0602730","1980","4","9","California","06",,,,"South Gate","2730",,,,,,,,,,,,"SOUTH GATE CITY",10041,918,698,8604,1172,1450
"G0602735","1980","4","9","California","06",,,,"South Laguna","2735",,,,,,,,,,,,"SOUTH LAGUNA %CDP<",2041,10,2,590,11,7
"G0602737","1980","4","9","California","06",,,,"South Lake Tahoe","2737",,,,,,,,,,,,"SOUTH LAKE TAHOE CITY",3311,64,23,5283,181,142
"G0602740","1980","4","9","California","06",,,,"South Modesto","2740",,,,,,,,,,,,"SOUTH MODESTO %CDP<",2348,180,146,1185,163,119
"G0602745","1980","4","9","California","06",,,,"South Oroville","2745",,,,,,,,,,,,"SOUTH OROVILLE %CDP<",1826,60,22,684,52,25
"G0602755","1980","4","9","California","06",,,,"South Pasadena","2755",,,,,,,,,,,,"SOUTH PASADENA CITY",4331,71,32,5402,85,63
"G0602765","1980","4","9","California","06",,,,"South San Francisco","2765",,,,,,,,,,,,"SOUTH SAN FRANCISCO CITY",10410,364,189,5901,357,313
"G0602770","1980","4","9","California","06",,,,"South San Gabriel","2770",,,,,,,,,,,,"SOUTH SAN GABRIEL %CDP<",816,104,71,330,52,65
"G0602772","1980","4","9","California","06",,,,"South San Jose Hills","2772",,,,,,,,,,,,"SOUTH SAN JOSE HILLS %CDP<",2476,500,381,320,68,55
"G0602775","1980","4","9","California","06",,,,"South Taft","2775",,,,,,,,,,,,"SOUTH TAFT %CDP<",493,18,4,234,17,6
"G0602780","1980","4","9","California","06",,,,"South Turlock","2780",,,,,,,,,,,,"SOUTH TURLOCK %CDP<",352,11,9,158,20,21
"G0602782","1980","4","9","California","06",,,,"South Whittier","2782",,,,,,,,,,,,"SOUTH WHITTIER %CDP<",8310,476,199,3821,367,315
"G0602785","1980","4","9","California","06",,,,"South Yuba City","2785",,,,,,,,,,,,"SOUTH YUBA CITY %CDP<",2001,43,14,349,20,9
"G0602795","1980","4","9","California","06",,,,"Spring Valley","2795",,,,,,,,,,,,"SPRING VALLEY %CDP<",9418,277,103,3171,197,82
"G0602798","1980","4","9","California","06",,,,"Stanford","2798",,,,,,,,,,,,"STANFORD %CDP<",623,0,1,1084,82,33
"G0602800","1980","4","9","California","06",,,,"Stanton","2800",,,,,,,,,,,,"STANTON CITY",3902,147,60,3876,279,272
